city,coordinates
https://latitudelongitude.org/pl/aleksandrow-kujawski/,"['52.87659, 18.69345']"
https://latitudelongitude.org/pl/aleksandrow-lodzki/,"['51.81965, 19.30384']"
https://latitudelongitude.org/pl/andrychow/,"['49.85497, 19.33834']"
https://latitudelongitude.org/pl/augustow/,"['53.84321, 22.97979']"
https://latitudelongitude.org/pl/barcin/,"['52.86607, 17.94625']"
https://latitudelongitude.org/pl/barczewo/,"['53.83055, 20.69112']"
https://latitudelongitude.org/pl/barlinek/,"['52.99464, 15.21864']"
https://latitudelongitude.org/pl/bartoszyce/,"['54.25354, 20.80819']"
https://latitudelongitude.org/pl/bedzin/,"['50.32607, 19.12565']"
https://latitudelongitude.org/pl/belchatow/,"['51.36883, 19.35671']"
https://latitudelongitude.org/pl/belzyce/,"['51.17415, 22.28027']"
https://latitudelongitude.org/pl/bemowo/,"['52.2546, 20.90844']"
https://latitudelongitude.org/pl/biala-podlaska/,"['52.03238, 23.11652']"
https://latitudelongitude.org/pl/biale-blota/,"['53.09516, 17.91621']"
https://latitudelongitude.org/pl/bialobrzegi/,"['51.64695, 20.95041']"
https://latitudelongitude.org/pl/bialogard/,"['54.00696, 15.98751']"
https://latitudelongitude.org/pl/bialoleka/,"['52.32127, 20.97204']"
https://latitudelongitude.org/pl/bialystok/,"['53.13333, 23.16433']"
https://latitudelongitude.org/pl/bielany/,"['52.29242, 20.93531']"
https://latitudelongitude.org/pl/bielawa/,"['50.69075, 16.623']"
https://latitudelongitude.org/pl/bielsk-podlaski/,"['52.76512, 23.18647']"
https://latitudelongitude.org/pl/bielsko-biala/,"['49.82245, 19.04686']"
https://latitudelongitude.org/pl/bierun/,"['50.09, 19.09291']"
https://latitudelongitude.org/pl/bierutow/,"['51.12443, 17.54607']"
https://latitudelongitude.org/pl/bilgoraj/,"['50.54114, 22.72204']"
https://latitudelongitude.org/pl/biskupiec/,"['53.86467, 20.95692']"
https://latitudelongitude.org/pl/blachownia/,"['50.78015, 18.96389']"
https://latitudelongitude.org/pl/blonie/,"['52.19849, 20.61709']"
https://latitudelongitude.org/pl/bochnia/,"['49.96905, 20.43028']"
https://latitudelongitude.org/pl/bogatynia/,"['50.90747, 14.95634']"
https://latitudelongitude.org/pl/boguchwala/,"['49.98473, 21.94528']"
https://latitudelongitude.org/pl/boguszow-gorce/,"['50.75514, 16.20494']"
https://latitudelongitude.org/pl/boleslawiec/,"['51.26418, 15.5697']"
https://latitudelongitude.org/pl/bolkow/,"['50.92203, 16.10111']"
https://latitudelongitude.org/pl/bolszewo/,"['54.61801, 18.17585']"
https://latitudelongitude.org/pl/braniewo/,"['54.37971, 19.81959']"
https://latitudelongitude.org/pl/brenna/,"['49.72576, 18.90249']"
https://latitudelongitude.org/pl/brodnica/,"['53.25967, 19.39653']"
https://latitudelongitude.org/pl/brwinow/,"['52.14269, 20.71697']"
https://latitudelongitude.org/pl/brzeg/,"['50.86079, 17.4674']"
https://latitudelongitude.org/pl/brzeg-dolny/,"['51.27299, 16.70815']"
https://latitudelongitude.org/pl/brzesko/,"['49.96911, 20.60606']"
https://latitudelongitude.org/pl/brzeszcze/,"['49.98203, 19.15157']"
https://latitudelongitude.org/pl/brzeziny/,"['51.80023, 19.75144']"
https://latitudelongitude.org/pl/brzozow/,"['49.69501, 22.01926']"
https://latitudelongitude.org/pl/buk/,"['52.35532, 16.51958']"
https://latitudelongitude.org/pl/bukowno/,"['50.26474, 19.45962']"
https://latitudelongitude.org/pl/busko-zdroj/,"['50.47078, 20.71884']"
https://latitudelongitude.org/pl/bychawa/,"['51.01608, 22.53296']"
https://latitudelongitude.org/pl/bydgoszcz/,"['53.1235, 18.00762']"
https://latitudelongitude.org/pl/bystrzyca-klodzka/,"['50.30179, 16.64231']"
https://latitudelongitude.org/pl/bytom/,"['50.34802, 18.93282']"
https://latitudelongitude.org/pl/bytow/,"['54.17057, 17.49187']"
https://latitudelongitude.org/pl/chelm/,"['51.14312, 23.4716']"
https://latitudelongitude.org/pl/chelm-slaski/,"['50.10825, 19.19552']"
https://latitudelongitude.org/pl/chelmek/,"['50.10163, 19.24801']"
https://latitudelongitude.org/pl/chelmno/,"['53.34855, 18.4251']"
https://latitudelongitude.org/pl/chelmza/,"['53.18463, 18.60466']"
https://latitudelongitude.org/pl/chocianow/,"['51.41867, 15.90172']"
https://latitudelongitude.org/pl/chocznia/,"['49.87417, 19.45438']"
https://latitudelongitude.org/pl/chodziez/,"['52.99505, 16.9198']"
https://latitudelongitude.org/pl/chojna/,"['52.96389, 14.42797']"
https://latitudelongitude.org/pl/chojnice/,"['53.69554, 17.55701']"
https://latitudelongitude.org/pl/chojnow/,"['51.27373, 15.93661']"
https://latitudelongitude.org/pl/choroszcz/,"['53.14332, 22.98889']"
https://latitudelongitude.org/pl/chorzow/,"['50.30582, 18.9742']"
https://latitudelongitude.org/pl/choszczno/,"['53.16905, 15.42054']"
https://latitudelongitude.org/pl/chrzanow/,"['50.13546, 19.40203']"
https://latitudelongitude.org/pl/ciechanow/,"['52.88141, 20.61996']"
https://latitudelongitude.org/pl/ciechocinek/,"['52.87908, 18.79505']"
https://latitudelongitude.org/pl/cieplice-slaskie-zdroj/,"['50.86545, 15.68367']"
https://latitudelongitude.org/pl/cieszyn/,"['49.75133, 18.63213']"
https://latitudelongitude.org/pl/czaniec/,"['49.85071, 19.25354']"
https://latitudelongitude.org/pl/czaplinek/,"['53.55775, 16.23333']"
https://latitudelongitude.org/pl/czarna-bialostocka/,"['53.30509, 23.28146']"
https://latitudelongitude.org/pl/czarne/,"['53.6842, 16.93834']"
https://latitudelongitude.org/pl/czarnkow/,"['52.90214, 16.56413']"
https://latitudelongitude.org/pl/czechowice-dziedzice/,"['49.91342, 19.00479']"
https://latitudelongitude.org/pl/czeladz/,"['50.31542, 19.07824']"
https://latitudelongitude.org/pl/czempin/,"['52.14404, 16.76408']"
https://latitudelongitude.org/pl/czersk/,"['53.79589, 17.97647']"
https://latitudelongitude.org/pl/czerwionka-leszczyny/,"['50.15007, 18.67762']"
https://latitudelongitude.org/pl/czerwonak/,"['52.46459, 16.98169']"
https://latitudelongitude.org/pl/czestochowa/,"['50.79646, 19.12409']"
https://latitudelongitude.org/pl/czluchow/,"['53.66722, 17.35883']"
https://latitudelongitude.org/pl/dabrowa-bialostocka/,"['53.65364, 23.34792']"
https://latitudelongitude.org/pl/dabrowa-gornicza/,"['50.31818, 19.2374']"
https://latitudelongitude.org/pl/dabrowa-tarnowska/,"['50.17462, 20.98633']"
https://latitudelongitude.org/pl/darlowo/,"['54.42095, 16.4107']"
https://latitudelongitude.org/pl/debica/,"['50.05146, 21.41141']"
https://latitudelongitude.org/pl/deblin/,"['51.55912, 21.84829']"
https://latitudelongitude.org/pl/debno/,"['52.73901, 14.698']"
https://latitudelongitude.org/pl/debrzno/,"['53.53817, 17.23643']"
https://latitudelongitude.org/pl/dobczyce/,"['49.88109, 20.08936']"
https://latitudelongitude.org/pl/dobre-miasto/,"['53.98668, 20.39749']"
https://latitudelongitude.org/pl/drawsko-pomorskie/,"['53.53056, 15.80967']"
https://latitudelongitude.org/pl/drezdenko/,"['52.83831, 15.83079']"
https://latitudelongitude.org/pl/dynow/,"['49.81506, 22.23388']"
https://latitudelongitude.org/pl/dzialdowo/,"['53.23958, 20.17004']"
https://latitudelongitude.org/pl/dzialoszyn/,"['51.11699, 18.86524']"
https://latitudelongitude.org/pl/dzierzgon/,"['53.92196, 19.34705']"
https://latitudelongitude.org/pl/dzierzoniow/,"['50.7282, 16.65141']"
https://latitudelongitude.org/pl/elblag/,"['54.1522, 19.40884']"
https://latitudelongitude.org/pl/elk/,"['53.82824, 22.36469']"
https://latitudelongitude.org/pl/fordon/,"['53.14821, 18.17036']"
https://latitudelongitude.org/pl/garwolin/,"['51.89747, 21.61466']"
https://latitudelongitude.org/pl/gdansk/,"['54.35205, 18.64637']"
https://latitudelongitude.org/pl/gdynia/,"['54.51889, 18.53188']"
https://latitudelongitude.org/pl/gierloz/,"['54.08134, 21.49551']"
https://latitudelongitude.org/pl/gizycko/,"['54.03811, 21.76441']"
https://latitudelongitude.org/pl/gliwice/,"['50.29761, 18.67658']"
https://latitudelongitude.org/pl/glogow/,"['51.66361, 16.0845']"
https://latitudelongitude.org/pl/glogow-malopolski/,"['50.15122, 21.96287']"
https://latitudelongitude.org/pl/glogowek/,"['50.35355, 17.86405']"
https://latitudelongitude.org/pl/glowno/,"['51.96463, 19.71565']"
https://latitudelongitude.org/pl/glubczyce/,"['50.20086, 17.82858']"
https://latitudelongitude.org/pl/glucholazy/,"['50.31505, 17.38355']"
https://latitudelongitude.org/pl/gluszyca/,"['50.68743, 16.37173']"
https://latitudelongitude.org/pl/gniew/,"['53.83602, 18.8231']"
https://latitudelongitude.org/pl/gniewkowo/,"['52.89461, 18.40785']"
https://latitudelongitude.org/pl/gniezno/,"['52.53481, 17.58259']"
https://latitudelongitude.org/pl/goczalkowice-zdroj/,"['49.94454, 18.96927']"
https://latitudelongitude.org/pl/gogolin/,"['50.49222, 18.01994']"
https://latitudelongitude.org/pl/goldap/,"['54.30631, 22.30362']"
https://latitudelongitude.org/pl/goleniow/,"['53.56392, 14.82854']"
https://latitudelongitude.org/pl/golub-dobrzyn/,"['53.11087, 19.05381']"
https://latitudelongitude.org/pl/gora/,"['51.66638, 16.53494']"
https://latitudelongitude.org/pl/gora-kalwaria/,"['51.97653, 21.21537']"
https://latitudelongitude.org/pl/gorlice/,"['49.65563, 21.16035']"
https://latitudelongitude.org/pl/gorzow-wielkopolski/,"['52.73679, 15.22878']"
https://latitudelongitude.org/pl/gorzyce/,"['50.6672, 21.84013']"
https://latitudelongitude.org/pl/goscicino/,"['54.60459, 18.15491']"
https://latitudelongitude.org/pl/gostyn/,"['51.88247, 17.01225']"
https://latitudelongitude.org/pl/gostynin/,"['52.42938, 19.46194']"
https://latitudelongitude.org/pl/grajewo/,"['53.64728, 22.45537']"
https://latitudelongitude.org/pl/grodkow/,"['50.69836, 17.38449']"
https://latitudelongitude.org/pl/grodzisk-mazowiecki/,"['52.10387, 20.6337']"
https://latitudelongitude.org/pl/grodzisk-wielkopolski/,"['52.22762, 16.36534']"
https://latitudelongitude.org/pl/grojec/,"['51.86252, 20.86757']"
https://latitudelongitude.org/pl/grudki/,"['53.09488, 23.66848']"
https://latitudelongitude.org/pl/grudziadz/,"['53.48411, 18.75366']"
https://latitudelongitude.org/pl/grybow/,"['49.62439, 20.94797']"
https://latitudelongitude.org/pl/gryfice/,"['53.9165, 15.20027']"
https://latitudelongitude.org/pl/gryfino/,"['53.25243, 14.48831']"
https://latitudelongitude.org/pl/gryfow-slaski/,"['51.03081, 15.42017']"
https://latitudelongitude.org/pl/gubin/,"['51.94956, 14.72837']"
https://latitudelongitude.org/pl/hajnowka/,"['52.74328, 23.58122']"
https://latitudelongitude.org/pl/hrubieszow/,"['50.80502, 23.89251']"
https://latitudelongitude.org/pl/ilawa/,"['53.59601, 19.56849']"
https://latitudelongitude.org/pl/ilza/,"['51.16313, 21.23979']"
https://latitudelongitude.org/pl/imielin/,"['50.14534, 19.18599']"
https://latitudelongitude.org/pl/inowroclaw/,"['52.79886, 18.26387']"
https://latitudelongitude.org/pl/jablonna/,"['52.37885, 20.91745']"
https://latitudelongitude.org/pl/janikowo/,"['52.75328, 18.11328']"
https://latitudelongitude.org/pl/janow-lubelski/,"['50.70695, 22.41039']"
https://latitudelongitude.org/pl/janowiec-wielkopolski/,"['52.75583, 17.48981']"
https://latitudelongitude.org/pl/jarocin/,"['51.97266, 17.50256']"
https://latitudelongitude.org/pl/jaroslaw/,"['50.01623, 22.67776']"
https://latitudelongitude.org/pl/jaslo/,"['49.74506, 21.47252']"
https://latitudelongitude.org/pl/jastrowie/,"['53.42048, 16.81756']"
https://latitudelongitude.org/pl/jastrzebie-zdroj/,"['49.95542, 18.57479']"
https://latitudelongitude.org/pl/jawor/,"['51.05132, 16.19347']"
https://latitudelongitude.org/pl/jaworze/,"['49.79351, 18.9479']"
https://latitudelongitude.org/pl/jaworzno/,"['50.20528, 19.27498']"
https://latitudelongitude.org/pl/jaworzyna-slaska/,"['50.9134, 16.43241']"
https://latitudelongitude.org/pl/jedlicze/,"['49.71749, 21.64886']"
https://latitudelongitude.org/pl/jedlina-zdroj/,"['50.72005, 16.34645']"
https://latitudelongitude.org/pl/jedrzejow/,"['50.63945, 20.30454']"
https://latitudelongitude.org/pl/jelcz/,"['51.02102, 17.32095']"
https://latitudelongitude.org/pl/jelcz-laskowice/,"['51.02134, 17.31649']"
https://latitudelongitude.org/pl/jelenia-gora/,"['50.89973, 15.72899']"
https://latitudelongitude.org/pl/jezowe/,"['50.37486, 22.12749']"
https://latitudelongitude.org/pl/jordanow/,"['49.64935, 19.82981']"
https://latitudelongitude.org/pl/jozefow/,"['52.13707, 21.23589']"
https://latitudelongitude.org/pl/kabaty/,"['52.13012, 21.08148']"
https://latitudelongitude.org/pl/kalisz/,"['51.76109, 18.09102']"
https://latitudelongitude.org/pl/kamien-pomorski/,"['53.96849, 14.77262']"
https://latitudelongitude.org/pl/kamienna-gora/,"['50.78314, 16.03037']"
https://latitudelongitude.org/pl/karczew/,"['52.07655, 21.24962']"
https://latitudelongitude.org/pl/kartuzy/,"['54.33424, 18.19735']"
https://latitudelongitude.org/pl/katowice/,"['50.25841, 19.02754']"
https://latitudelongitude.org/pl/kedzierzyn-kozle/,"['50.34984, 18.22606']"
https://latitudelongitude.org/pl/kepno/,"['51.2784, 17.98908']"
https://latitudelongitude.org/pl/ketrzyn/,"['54.07676, 21.37527']"
https://latitudelongitude.org/pl/kety/,"['49.88214, 19.22333']"
https://latitudelongitude.org/pl/kielce/,"['50.87033, 20.62752']"
https://latitudelongitude.org/pl/klobuck/,"['50.90081, 18.93674']"
https://latitudelongitude.org/pl/klodzko/,"['50.43488, 16.66145']"
https://latitudelongitude.org/pl/kluczbork/,"['50.97281, 18.21816']"
https://latitudelongitude.org/pl/knurow/,"['50.21971, 18.65067']"
https://latitudelongitude.org/pl/kobylka/,"['52.33953, 21.19589']"
https://latitudelongitude.org/pl/kolbuszowa/,"['50.2441, 21.7761']"
https://latitudelongitude.org/pl/kolno/,"['53.41148, 21.92905']"
https://latitudelongitude.org/pl/kolo/,"['52.20024, 18.63865']"
https://latitudelongitude.org/pl/kolobrzeg/,"['54.17565, 15.58342']"
https://latitudelongitude.org/pl/koluszki/,"['51.73872, 19.81994']"
https://latitudelongitude.org/pl/konin/,"['52.22338, 18.25121']"
https://latitudelongitude.org/pl/konskie/,"['51.19166, 20.40607']"
https://latitudelongitude.org/pl/konstancin-jeziorna/,"['52.0938, 21.11761']"
https://latitudelongitude.org/pl/konstantynow-lodzki/,"['51.74776, 19.32564']"
https://latitudelongitude.org/pl/koronowo/,"['53.3137, 17.93698']"
https://latitudelongitude.org/pl/koscian/,"['52.08829, 16.64866']"
https://latitudelongitude.org/pl/koscierzyna/,"['54.12226, 17.98119']"
https://latitudelongitude.org/pl/kostrzyn/,"['52.39847, 17.22811']"
https://latitudelongitude.org/pl/kostrzyn-nad-odra/,"['52.58713, 14.64953']"
https://latitudelongitude.org/pl/koszalin/,"['54.19438, 16.17222']"
https://latitudelongitude.org/pl/kowary/,"['50.79313, 15.83559']"
https://latitudelongitude.org/pl/kozienice/,"['51.58294, 21.54779']"
https://latitudelongitude.org/pl/kozle/,"['50.3356, 18.14332']"
https://latitudelongitude.org/pl/kozuchow/,"['51.74558, 15.59492']"
https://latitudelongitude.org/pl/kozy/,"['49.84756, 19.14891']"
https://latitudelongitude.org/pl/krakow/,"['50.06143, 19.93658']"
https://latitudelongitude.org/pl/krapkowice/,"['50.47515, 17.96539']"
https://latitudelongitude.org/pl/krasnik/,"['50.9236, 22.22706']"
https://latitudelongitude.org/pl/krasnystaw/,"['50.98464, 23.1742']"
https://latitudelongitude.org/pl/krosno/,"['49.68866, 21.77058']"
https://latitudelongitude.org/pl/krosno-odrzanskie/,"['52.05492, 15.09882']"
https://latitudelongitude.org/pl/krotoszyn/,"['51.69868, 17.43738']"
https://latitudelongitude.org/pl/kruszwica/,"['52.67562, 18.33131']"
https://latitudelongitude.org/pl/krynica-zdroj/,"['49.42225, 20.95942']"
https://latitudelongitude.org/pl/krzeszowice/,"['50.14248, 19.63223']"
https://latitudelongitude.org/pl/kudowa-zdroj/,"['50.44297, 16.24397']"
https://latitudelongitude.org/pl/kutno/,"['52.23064, 19.36409']"
https://latitudelongitude.org/pl/kwidzyn/,"['53.72495, 18.93114']"
https://latitudelongitude.org/pl/ladek-zdroj/,"['50.34371, 16.87946']"
https://latitudelongitude.org/pl/lancut/,"['50.06871, 22.22912']"
https://latitudelongitude.org/pl/lapy/,"['52.9911, 22.88422']"
https://latitudelongitude.org/pl/lask/,"['51.59056, 19.13278']"
https://latitudelongitude.org/pl/laziska-gorne/,"['50.14952, 18.84215']"
https://latitudelongitude.org/pl/lazy/,"['50.42769, 19.39465']"
https://latitudelongitude.org/pl/lebork/,"['54.53921, 17.75012']"
https://latitudelongitude.org/pl/leczna/,"['51.30121, 22.88135']"
https://latitudelongitude.org/pl/leczyca/,"['52.05959, 19.19972']"
https://latitudelongitude.org/pl/ledziny/,"['50.14264, 19.13149']"
https://latitudelongitude.org/pl/legionowo/,"['52.40149, 20.92664']"
https://latitudelongitude.org/pl/legnica/,"['51.21006, 16.1619']"
https://latitudelongitude.org/pl/lesko/,"['49.4701, 22.33042']"
https://latitudelongitude.org/pl/leszno/,"['51.84034, 16.57494']"
https://latitudelongitude.org/pl/lesznowola/,"['52.09095, 20.93479']"
https://latitudelongitude.org/pl/lewin-brzeski/,"['50.7487, 17.61688']"
https://latitudelongitude.org/pl/lezajsk/,"['50.26257, 22.41932']"
https://latitudelongitude.org/pl/libiaz/,"['50.10396, 19.31568']"
https://latitudelongitude.org/pl/lidzbark/,"['53.26283, 19.82663']"
https://latitudelongitude.org/pl/lidzbark-warminski/,"['54.12588, 20.57954']"
https://latitudelongitude.org/pl/limanowa/,"['49.70594, 20.42204']"
https://latitudelongitude.org/pl/lipno/,"['52.84436, 19.17852']"
https://latitudelongitude.org/pl/lipsko/,"['51.15954, 21.64933']"
https://latitudelongitude.org/pl/lobez/,"['53.63918, 15.62129']"
https://latitudelongitude.org/pl/lochow/,"['52.53076, 21.68158']"
https://latitudelongitude.org/pl/lodygowice/,"['49.72992, 19.13939']"
https://latitudelongitude.org/pl/lodz/,"['51.75, 19.46667']"
https://latitudelongitude.org/pl/lomianki/,"['52.33413, 20.88602']"
https://latitudelongitude.org/pl/lomza/,"['53.17806, 22.05935']"
https://latitudelongitude.org/pl/losice/,"['52.21129, 22.71801']"
https://latitudelongitude.org/pl/lowicz/,"['52.10714, 19.94525']"
https://latitudelongitude.org/pl/lubaczow/,"['50.157, 23.12339']"
https://latitudelongitude.org/pl/luban/,"['51.12014, 15.28768']"
https://latitudelongitude.org/pl/lubartow/,"['51.46026, 22.60952']"
https://latitudelongitude.org/pl/lubawa/,"['53.50428, 19.74966']"
https://latitudelongitude.org/pl/lubawka/,"['50.70456, 16.00026']"
https://latitudelongitude.org/pl/lubin/,"['51.40089, 16.20149']"
https://latitudelongitude.org/pl/lublin/,"['51.25, 22.56667']"
https://latitudelongitude.org/pl/lubliniec/,"['50.66897, 18.6844']"
https://latitudelongitude.org/pl/lubon/,"['52.34705, 16.89267']"
https://latitudelongitude.org/pl/lubsko/,"['51.78467, 14.97196']"
https://latitudelongitude.org/pl/ludwin/,"['51.34605, 22.90581']"
https://latitudelongitude.org/pl/lukow/,"['51.929, 22.37956']"
https://latitudelongitude.org/pl/luzino/,"['54.56604, 18.10907']"
https://latitudelongitude.org/pl/lwowek-slaski/,"['51.11074, 15.58582']"
https://latitudelongitude.org/pl/makow-mazowiecki/,"['52.86493, 21.10053']"
https://latitudelongitude.org/pl/makow-podhalanski/,"['49.73008, 19.67711']"
https://latitudelongitude.org/pl/malbork/,"['54.03591, 19.0266']"
https://latitudelongitude.org/pl/malkinia-gorna/,"['52.6922, 22.02836']"
https://latitudelongitude.org/pl/marki/,"['52.32065, 21.10474']"
https://latitudelongitude.org/pl/marklowice/,"['50.01695, 18.52098']"
https://latitudelongitude.org/pl/miasteczko-slaskie/,"['50.50262, 18.93949']"
https://latitudelongitude.org/pl/miastko/,"['54.00283, 16.98263']"
https://latitudelongitude.org/pl/miechow/,"['50.35648, 20.02788']"
https://latitudelongitude.org/pl/miedzychod/,"['52.59882, 15.89696']"
https://latitudelongitude.org/pl/miedzyrzec-podlaski/,"['51.9864, 22.78248']"
https://latitudelongitude.org/pl/miedzyrzecz/,"['52.44461, 15.57801']"
https://latitudelongitude.org/pl/miedzyzdroje/,"['53.92921, 14.45097']"
https://latitudelongitude.org/pl/mielec/,"['50.28709, 21.4239']"
https://latitudelongitude.org/pl/mikolow/,"['50.17103, 18.9041']"
https://latitudelongitude.org/pl/milanowek/,"['52.11879, 20.67155']"
https://latitudelongitude.org/pl/milicz/,"['51.5277, 17.27137']"
https://latitudelongitude.org/pl/minsk-mazowiecki/,"['52.17935, 21.57251']"
https://latitudelongitude.org/pl/mlawa/,"['53.11278, 20.3841']"
https://latitudelongitude.org/pl/mogilno/,"['52.65806, 17.95578']"
https://latitudelongitude.org/pl/mokotow/,"['52.1934, 21.03487']"
https://latitudelongitude.org/pl/monki/,"['53.40496, 22.79791']"
https://latitudelongitude.org/pl/morag/,"['53.91711, 19.92602']"
https://latitudelongitude.org/pl/mosina/,"['52.24543, 16.84709']"
https://latitudelongitude.org/pl/mragowo/,"['53.86437, 21.30507']"
https://latitudelongitude.org/pl/mszana-dolna/,"['49.67432, 20.07992']"
https://latitudelongitude.org/pl/mszczonow/,"['51.97415, 20.52083']"
https://latitudelongitude.org/pl/murcki/,"['50.20036, 19.04351']"
https://latitudelongitude.org/pl/murowana-goslina/,"['52.57463, 17.00933']"
