city,coordinates
https://latitudelongitude.org/pl/muszyna/,"['49.35661, 20.89718']"
https://latitudelongitude.org/pl/myslakowice/,"['50.84123, 15.77894']"
https://latitudelongitude.org/pl/myslenice/,"['49.83383, 19.9383']"
https://latitudelongitude.org/pl/mysliborz/,"['52.92382, 14.86785']"
https://latitudelongitude.org/pl/myslowice/,"['50.20745, 19.16668']"
https://latitudelongitude.org/pl/myszkow/,"['50.5752, 19.32461']"
https://latitudelongitude.org/pl/nadarzyn/,"['52.09438, 20.80776']"
https://latitudelongitude.org/pl/naklo-nad-notecia/,"['53.14214, 17.60181']"
https://latitudelongitude.org/pl/namyslow/,"['51.07592, 17.72284']"
https://latitudelongitude.org/pl/nasielsk/,"['52.58887, 20.80553']"
https://latitudelongitude.org/pl/nidzica/,"['53.36052, 20.42749']"
https://latitudelongitude.org/pl/niedobczyce/,"['50.0654, 18.49531']"
https://latitudelongitude.org/pl/niemodlin/,"['50.642, 17.61932']"
https://latitudelongitude.org/pl/niepolomice/,"['50.04066, 20.22257']"
https://latitudelongitude.org/pl/nisko/,"['50.51987, 22.13968']"
https://latitudelongitude.org/pl/nowa-deba/,"['50.42974, 21.75078']"
https://latitudelongitude.org/pl/nowa-ruda/,"['50.58008, 16.50164']"
https://latitudelongitude.org/pl/nowa-sarzyna/,"['50.32086, 22.34456']"
https://latitudelongitude.org/pl/nowa-sol/,"['51.80333, 15.71702']"
https://latitudelongitude.org/pl/nowe/,"['53.64906, 18.72716']"
https://latitudelongitude.org/pl/nowe-miasto-lubawskie/,"['53.42079, 19.59515']"
https://latitudelongitude.org/pl/nowogard/,"['53.67437, 15.1163']"
https://latitudelongitude.org/pl/nowogrod-bobrzanski/,"['51.79856, 15.2352']"
https://latitudelongitude.org/pl/nowy-dwor-gdanski/,"['54.21305, 19.11771']"
https://latitudelongitude.org/pl/nowy-dwor-mazowiecki/,"['52.43022, 20.71652']"
https://latitudelongitude.org/pl/nowy-sacz/,"['49.62177, 20.69705']"
https://latitudelongitude.org/pl/nowy-targ/,"['49.47783, 20.03228']"
https://latitudelongitude.org/pl/nowy-tomysl/,"['52.3195, 16.12844']"
https://latitudelongitude.org/pl/nysa/,"['50.47379, 17.33437']"
https://latitudelongitude.org/pl/oborniki/,"['52.64739, 16.81406']"
https://latitudelongitude.org/pl/oborniki-slaskie/,"['51.30137, 16.91465']"
https://latitudelongitude.org/pl/ochota/,"['52.22096, 20.98526']"
https://latitudelongitude.org/pl/olawa/,"['50.9466, 17.2926']"
https://latitudelongitude.org/pl/olecko/,"['54.03374, 22.50704']"
https://latitudelongitude.org/pl/olesnica/,"['51.21338, 17.38986']"
https://latitudelongitude.org/pl/olesno/,"['50.87698, 18.42094']"
https://latitudelongitude.org/pl/oleszyce/,"['50.1675, 23.03481']"
https://latitudelongitude.org/pl/olkusz/,"['50.2813, 19.56503']"
https://latitudelongitude.org/pl/olsztyn/,"['53.77995, 20.49416']"
https://latitudelongitude.org/pl/olsztynek/,"['53.58374, 20.28471']"
https://latitudelongitude.org/pl/opalenica/,"['52.30887, 16.41278']"
https://latitudelongitude.org/pl/opatow/,"['50.80058, 21.42538']"
https://latitudelongitude.org/pl/opoczno/,"['51.37569, 20.27827']"
https://latitudelongitude.org/pl/opole/,"['50.67211, 17.92533']"
https://latitudelongitude.org/pl/opole-lubelskie/,"['51.14775, 21.96897']"
https://latitudelongitude.org/pl/orneta/,"['54.11483, 20.13328']"
https://latitudelongitude.org/pl/ornontowice/,"['50.19377, 18.75435']"
https://latitudelongitude.org/pl/orzesze/,"['50.15595, 18.77923']"
https://latitudelongitude.org/pl/orzysz/,"['53.80967, 21.94811']"
https://latitudelongitude.org/pl/osiek/,"['49.95067, 19.26444']"
https://latitudelongitude.org/pl/ostroda/,"['53.69671, 19.96486']"
https://latitudelongitude.org/pl/ostroleka/,"['53.08621, 21.57566']"
https://latitudelongitude.org/pl/ostrow-mazowiecka/,"['52.80245, 21.89507']"
https://latitudelongitude.org/pl/ostrow-wielkopolski/,"['51.65501, 17.80686']"
https://latitudelongitude.org/pl/ostrowiec-swietokrzyski/,"['50.92936, 21.38525']"
https://latitudelongitude.org/pl/ostrzeszow/,"['51.4264, 17.93355']"
https://latitudelongitude.org/pl/oswiecim/,"['50.03437, 19.21037']"
https://latitudelongitude.org/pl/otmuchow/,"['50.46627, 17.17348']"
https://latitudelongitude.org/pl/otwock/,"['52.10577, 21.26129']"
https://latitudelongitude.org/pl/ozarow-mazowiecki/,"['52.21039, 20.79716']"
https://latitudelongitude.org/pl/ozimek/,"['50.67944, 18.2137']"
https://latitudelongitude.org/pl/ozorkow/,"['51.96336, 19.29139']"
https://latitudelongitude.org/pl/pabianice/,"['51.66446, 19.35473']"
https://latitudelongitude.org/pl/paczkow/,"['50.46395, 17.00658']"
https://latitudelongitude.org/pl/pajeczno/,"['51.14449, 18.99612']"
https://latitudelongitude.org/pl/parczew/,"['51.64021, 22.90057']"
https://latitudelongitude.org/pl/paslek/,"['54.0616, 19.65932']"
https://latitudelongitude.org/pl/pawlowice/,"['49.96127, 18.71778']"
https://latitudelongitude.org/pl/pelplin/,"['53.92834, 18.6977']"
https://latitudelongitude.org/pl/piaseczno/,"['52.0814, 21.02397']"
https://latitudelongitude.org/pl/piastow/,"['52.18435, 20.83952']"
https://latitudelongitude.org/pl/piechowice/,"['50.84963, 15.59887']"
https://latitudelongitude.org/pl/piekary-slaskie/,"['50.38017, 18.92653']"
https://latitudelongitude.org/pl/pieszyce/,"['50.71287, 16.58232']"
https://latitudelongitude.org/pl/pila/,"['53.15145, 16.73782']"
https://latitudelongitude.org/pl/pilawa-gorna/,"['50.68357, 16.74359']"
https://latitudelongitude.org/pl/pinczow/,"['50.52052, 20.52649']"
https://latitudelongitude.org/pl/pionki/,"['51.47604, 21.44995']"
https://latitudelongitude.org/pl/piotrkow-trybunalski/,"['51.40547, 19.70321']"
https://latitudelongitude.org/pl/pisz/,"['53.62744, 21.81253']"
https://latitudelongitude.org/pl/pleszew/,"['51.89636, 17.78549']"
https://latitudelongitude.org/pl/plock/,"['52.54682, 19.70638']"
https://latitudelongitude.org/pl/plonsk/,"['52.62348, 20.37552']"
https://latitudelongitude.org/pl/pniewy/,"['52.50943, 16.25668']"
https://latitudelongitude.org/pl/pobiedziska/,"['52.47753, 17.28767']"
https://latitudelongitude.org/pl/poddebice/,"['51.89344, 18.9573']"
https://latitudelongitude.org/pl/polanica-zdroj/,"['50.40373, 16.51271']"
https://latitudelongitude.org/pl/polaniec/,"['50.43324, 21.2812']"
https://latitudelongitude.org/pl/polczyn-zdroj/,"['53.76424, 16.09574']"
https://latitudelongitude.org/pl/police/,"['53.55214, 14.57182']"
https://latitudelongitude.org/pl/polkowice/,"['51.50391, 16.07261']"
https://latitudelongitude.org/pl/poniatowa/,"['51.17983, 22.13093']"
https://latitudelongitude.org/pl/poreba/,"['50.48831, 19.33903']"
https://latitudelongitude.org/pl/poznan/,"['52.40692, 16.92993']"
https://latitudelongitude.org/pl/prabuty/,"['53.755, 19.20547']"
https://latitudelongitude.org/pl/praga-polnoc/,"['52.25443, 21.03472']"
https://latitudelongitude.org/pl/praga-poludnie/,"['52.24424, 21.08545']"
https://latitudelongitude.org/pl/praszka/,"['51.05375, 18.45317']"
https://latitudelongitude.org/pl/prudnik/,"['50.32124, 17.57461']"
https://latitudelongitude.org/pl/pruszcz-gdanski/,"['54.26217, 18.63625']"
https://latitudelongitude.org/pl/pruszkow/,"['52.17072, 20.81214']"
https://latitudelongitude.org/pl/przasnysz/,"['53.01907, 20.88029']"
https://latitudelongitude.org/pl/przemysl/,"['49.78498, 22.76728']"
https://latitudelongitude.org/pl/przeworsk/,"['50.05912, 22.49408']"
https://latitudelongitude.org/pl/pszczyna/,"['49.98037, 18.95382']"
https://latitudelongitude.org/pl/pszow/,"['50.03994, 18.39472']"
https://latitudelongitude.org/pl/puck/,"['54.7179, 18.40841']"
https://latitudelongitude.org/pl/pulawy/,"['51.41655, 21.96939']"
https://latitudelongitude.org/pl/pultusk/,"['52.7025, 21.08276']"
https://latitudelongitude.org/pl/puszczykowo/,"['52.2857, 16.84925']"
https://latitudelongitude.org/pl/pyrzyce/,"['53.1462, 14.89257']"
https://latitudelongitude.org/pl/pyskowice/,"['50.4, 18.63333']"
https://latitudelongitude.org/pl/rabka-zdroj/,"['49.60889, 19.96654']"
https://latitudelongitude.org/pl/raciborz/,"['50.09195, 18.21928']"
https://latitudelongitude.org/pl/radlin/,"['50.0502, 18.47626']"
https://latitudelongitude.org/pl/radom/,"['51.40253, 21.14714']"
https://latitudelongitude.org/pl/radomsko/,"['51.06713, 19.44477']"
https://latitudelongitude.org/pl/radymno/,"['49.9472, 22.82375']"
https://latitudelongitude.org/pl/radziejow/,"['52.62481, 18.52771']"
https://latitudelongitude.org/pl/radzionkow/,"['50.40026, 18.90232']"
https://latitudelongitude.org/pl/radzymin/,"['52.41592, 21.18415']"
https://latitudelongitude.org/pl/radzyn-podlaski/,"['51.78333, 22.61667']"
https://latitudelongitude.org/pl/rakszawa/,"['50.16051, 22.23907']"
https://latitudelongitude.org/pl/raszyn/,"['52.15603, 20.9226']"
https://latitudelongitude.org/pl/rawa-mazowiecka/,"['51.76437, 20.25493']"
https://latitudelongitude.org/pl/rawicz/,"['51.60946, 16.85852']"
https://latitudelongitude.org/pl/reda/,"['54.60528, 18.34717']"
https://latitudelongitude.org/pl/rembertow/,"['52.26059, 21.16355']"
https://latitudelongitude.org/pl/reszel/,"['54.05042, 21.14585']"
https://latitudelongitude.org/pl/rogozno/,"['52.75226, 16.99049']"
https://latitudelongitude.org/pl/ropczyce/,"['50.05229, 21.60891']"
https://latitudelongitude.org/pl/ruda-slaska/,"['50.2584, 18.85632']"
https://latitudelongitude.org/pl/rudnik-nad-sanem/,"['50.44152, 22.24856']"
https://latitudelongitude.org/pl/rumia/,"['54.57092, 18.38802']"
https://latitudelongitude.org/pl/rybnik/,"['50.09713, 18.54179']"
https://latitudelongitude.org/pl/rydultowy/,"['50.05857, 18.41703']"
https://latitudelongitude.org/pl/ryki/,"['51.62574, 21.93274']"
https://latitudelongitude.org/pl/rypin/,"['53.06603, 19.40941']"
https://latitudelongitude.org/pl/rzepin/,"['52.3464, 14.83227']"
https://latitudelongitude.org/pl/rzeszow/,"['50.04132, 21.99901']"
https://latitudelongitude.org/pl/sandomierz/,"['50.68265, 21.74898']"
https://latitudelongitude.org/pl/sanok/,"['49.55573, 22.2056']"
https://latitudelongitude.org/pl/siedlce/,"['52.16772, 22.29006']"
https://latitudelongitude.org/pl/siemianowice-slaskie/,"['50.32738, 19.02901']"
https://latitudelongitude.org/pl/siemiatycze/,"['52.42719, 22.86231']"
https://latitudelongitude.org/pl/sieradz/,"['51.59584, 18.73023']"
https://latitudelongitude.org/pl/sierpc/,"['52.8568, 19.66913']"
https://latitudelongitude.org/pl/skarzysko-kamienna/,"['51.11311, 20.87162']"
https://latitudelongitude.org/pl/skawina/,"['49.97524, 19.82869']"
https://latitudelongitude.org/pl/skierniewice/,"['51.95485, 20.15837']"
https://latitudelongitude.org/pl/skoczow/,"['49.80089, 18.7877']"
https://latitudelongitude.org/pl/slawno/,"['54.36276, 16.67888']"
https://latitudelongitude.org/pl/slubice/,"['52.35088, 14.56065']"
https://latitudelongitude.org/pl/slupca/,"['52.28733, 17.87192']"
https://latitudelongitude.org/pl/slupsk/,"['54.46405, 17.02872']"
https://latitudelongitude.org/pl/sochaczew/,"['52.22944, 20.23838']"
https://latitudelongitude.org/pl/sokolka/,"['53.40715, 23.50228']"
https://latitudelongitude.org/pl/sokolow-podlaski/,"['52.40677, 22.25307']"
https://latitudelongitude.org/pl/solec-kujawski/,"['53.08371, 18.22572']"
https://latitudelongitude.org/pl/sopot/,"['54.4418, 18.56003']"
https://latitudelongitude.org/pl/sosnowiec/,"['50.28682, 19.10385']"
https://latitudelongitude.org/pl/srem/,"['52.08868, 17.01508']"
https://latitudelongitude.org/pl/sroda-wielkopolska/,"['52.22843, 17.27617']"
https://latitudelongitude.org/pl/srodmiescie/,"['52.22904, 21.01644']"
https://latitudelongitude.org/pl/stalowa-wola/,"['50.58286, 22.05334']"
https://latitudelongitude.org/pl/starachowice/,"['51.0374, 21.07126']"
https://latitudelongitude.org/pl/stargard-szczecinski/,"['53.33672, 15.0499']"
https://latitudelongitude.org/pl/starogard-gdanski/,"['53.96396, 18.52638']"
https://latitudelongitude.org/pl/staszow/,"['50.56307, 21.16593']"
https://latitudelongitude.org/pl/strzegom/,"['50.96264, 16.35006']"
https://latitudelongitude.org/pl/strzelce-opolskie/,"['50.5107, 18.30056']"
https://latitudelongitude.org/pl/strzelin/,"['50.78157, 17.06477']"
https://latitudelongitude.org/pl/sulechow/,"['52.08362, 15.62513']"
https://latitudelongitude.org/pl/sulejowek/,"['52.25221, 21.26902']"
https://latitudelongitude.org/pl/suwalki/,"['54.11175, 22.93087']"
https://latitudelongitude.org/pl/swarzedz/,"['52.41289, 17.08503']"
https://latitudelongitude.org/pl/swidnica/,"['50.84378, 16.48859']"
https://latitudelongitude.org/pl/swidnik/,"['51.21898, 22.69621']"
https://latitudelongitude.org/pl/swidwin/,"['53.77464, 15.77671']"
https://latitudelongitude.org/pl/swiebodzice/,"['50.85975, 16.3282']"
https://latitudelongitude.org/pl/swiebodzin/,"['52.24751, 15.53355']"
https://latitudelongitude.org/pl/swiecie/,"['53.40953, 18.44742']"
https://latitudelongitude.org/pl/swietochlowice/,"['50.29636, 18.91726']"
https://latitudelongitude.org/pl/swinoujscie/,"['53.91053, 14.24712']"
https://latitudelongitude.org/pl/szamotuly/,"['52.61201, 16.57794']"
https://latitudelongitude.org/pl/szczecin/,"['53.42894, 14.55302']"
https://latitudelongitude.org/pl/szczecinek/,"['53.70791, 16.69937']"
https://latitudelongitude.org/pl/szczytno/,"['53.56259, 20.98747']"
https://latitudelongitude.org/pl/szprotawa/,"['51.56563, 15.53664']"
https://latitudelongitude.org/pl/szydlowiec/,"['51.22823, 20.86106']"
https://latitudelongitude.org/pl/targowek/,"['52.29185, 21.04845']"
https://latitudelongitude.org/pl/tarnobrzeg/,"['50.57304, 21.67937']"
https://latitudelongitude.org/pl/tarnow/,"['50.01381, 20.98698']"
https://latitudelongitude.org/pl/tarnowskie-gory/,"['50.44548, 18.86147']"
https://latitudelongitude.org/pl/tczew/,"['54.09242, 18.77787']"
https://latitudelongitude.org/pl/terespol/,"['52.0755, 23.61614']"
https://latitudelongitude.org/pl/tluszcz/,"['52.43058, 21.43561']"
https://latitudelongitude.org/pl/tomaszow-lubelski/,"['50.44767, 23.41616']"
https://latitudelongitude.org/pl/tomaszow-mazowiecki/,"['51.53131, 20.00855']"
https://latitudelongitude.org/pl/torun/,"['53.01375, 18.59814']"
https://latitudelongitude.org/pl/trzcianka/,"['53.04063, 16.45629']"
https://latitudelongitude.org/pl/trzebiatow/,"['54.06147, 15.26475']"
https://latitudelongitude.org/pl/trzebinia/,"['50.15931, 19.46966']"
https://latitudelongitude.org/pl/trzebnica/,"['51.31076, 17.06331']"
https://latitudelongitude.org/pl/trzemeszno/,"['52.56139, 17.82311']"
https://latitudelongitude.org/pl/tuchola/,"['53.58792, 17.85905']"
https://latitudelongitude.org/pl/tuchow/,"['49.89485, 21.05407']"
https://latitudelongitude.org/pl/turek/,"['52.01548, 18.50055']"
https://latitudelongitude.org/pl/tuszyn/,"['51.60949, 19.53009']"
https://latitudelongitude.org/pl/twardogora/,"['51.36487, 17.46878']"
https://latitudelongitude.org/pl/tychy/,"['50.13717, 18.96641']"
https://latitudelongitude.org/pl/ursus/,"['52.19517, 20.88419']"
https://latitudelongitude.org/pl/ursynow/,"['52.15051, 21.05041']"
https://latitudelongitude.org/pl/ustka/,"['54.58048, 16.86194']"
https://latitudelongitude.org/pl/ustron/,"['49.72153, 18.80198']"
https://latitudelongitude.org/pl/ustrzyki-dolne/,"['49.4304, 22.59381']"
https://latitudelongitude.org/pl/wabrzezno/,"['53.27989, 18.94773']"
https://latitudelongitude.org/pl/wadowice/,"['49.88335, 19.49292']"
https://latitudelongitude.org/pl/wagrowiec/,"['52.80842, 17.19961']"
https://latitudelongitude.org/pl/walbrzych/,"['50.77141, 16.28432']"
https://latitudelongitude.org/pl/walcz/,"['53.27787, 16.47122']"
https://latitudelongitude.org/pl/warka/,"['51.7843, 21.19091']"
https://latitudelongitude.org/pl/warsaw/,"['52.22977, 21.01178']"
https://latitudelongitude.org/pl/wasilkow/,"['53.19909, 23.20776']"
https://latitudelongitude.org/pl/wawer/,"['52.19656, 21.17752']"
https://latitudelongitude.org/pl/wegorzewo/,"['54.21567, 21.7372']"
https://latitudelongitude.org/pl/wegrow/,"['52.39954, 22.01634']"
https://latitudelongitude.org/pl/wejherowo/,"['54.60568, 18.23559']"
https://latitudelongitude.org/pl/wesola/,"['52.25451, 21.22407']"
https://latitudelongitude.org/pl/wiecbork/,"['53.35384, 17.49064']"
https://latitudelongitude.org/pl/wielen/,"['52.89461, 16.17136']"
https://latitudelongitude.org/pl/wieliczka/,"['49.98738, 20.06473']"
https://latitudelongitude.org/pl/wielki-kack/,"['54.46754, 18.4881']"
https://latitudelongitude.org/pl/wielun/,"['51.22097, 18.56964']"
https://latitudelongitude.org/pl/wieprz/,"['49.89093, 19.35688']"
https://latitudelongitude.org/pl/wieruszow/,"['51.29488, 18.15547']"
https://latitudelongitude.org/pl/wilanow/,"['52.16311, 21.08748']"
https://latitudelongitude.org/pl/wilkowice/,"['49.76282, 19.08973']"
https://latitudelongitude.org/pl/wisla/,"['49.65629, 18.8591']"
https://latitudelongitude.org/pl/witkowo/,"['52.43964, 17.77264']"
https://latitudelongitude.org/pl/witnica/,"['52.67318, 14.89765']"
https://latitudelongitude.org/pl/wladyslawowo/,"['54.79086, 18.4009']"
https://latitudelongitude.org/pl/wlochy/,"['52.17941, 20.94612']"
https://latitudelongitude.org/pl/wloclawek/,"['52.64817, 19.0678']"
https://latitudelongitude.org/pl/wlodawa/,"['51.55, 23.55']"
https://latitudelongitude.org/pl/wloszczowa/,"['50.85256, 19.96593']"
https://latitudelongitude.org/pl/wodzislaw-slaski/,"['50.00377, 18.47205']"
https://latitudelongitude.org/pl/wojkowice/,"['50.36509, 19.03652']"
https://latitudelongitude.org/pl/wola/,"['52.2401, 20.98869']"
https://latitudelongitude.org/pl/wolbrom/,"['50.37957, 19.75831']"
https://latitudelongitude.org/pl/wolczyn/,"['51.01845, 18.04994']"
https://latitudelongitude.org/pl/wolin/,"['53.84214, 14.61465']"
https://latitudelongitude.org/pl/wolomin/,"['52.34006, 21.24207']"
https://latitudelongitude.org/pl/wolow/,"['51.33656, 16.64429']"
https://latitudelongitude.org/pl/wolsztyn/,"['52.11552, 16.11712']"
https://latitudelongitude.org/pl/wroclaw/,"['51.1, 17.03333']"
https://latitudelongitude.org/pl/wronki/,"['52.71051, 16.38044']"
https://latitudelongitude.org/pl/wrzesnia/,"['52.32512, 17.56519']"
https://latitudelongitude.org/pl/wschowa/,"['51.80705, 16.31663']"
https://latitudelongitude.org/pl/wyrzysk/,"['53.153, 17.26802']"
https://latitudelongitude.org/pl/wysokie-mazowieckie/,"['52.91661, 22.51712']"
https://latitudelongitude.org/pl/wyszkow/,"['52.59278, 21.4584']"
https://latitudelongitude.org/pl/zabki/,"['52.29271, 21.10539']"
https://latitudelongitude.org/pl/zabkowice-slaskie/,"['50.58969, 16.81239']"
https://latitudelongitude.org/pl/zabrze/,"['50.32492, 18.78576']"
https://latitudelongitude.org/pl/zagan/,"['51.61759, 15.31486']"
https://latitudelongitude.org/pl/zagorz/,"['49.51457, 22.26706']"
https://latitudelongitude.org/pl/zakopane/,"['49.29899, 19.94885']"
https://latitudelongitude.org/pl/zambrow/,"['52.9855, 22.24319']"
https://latitudelongitude.org/pl/zamosc/,"['50.72314, 23.25196']"
https://latitudelongitude.org/pl/zarow/,"['50.94116, 16.49466']"
https://latitudelongitude.org/pl/zary/,"['51.64205, 15.13727']"
https://latitudelongitude.org/pl/zawadzkie/,"['50.60503, 18.48467']"
https://latitudelongitude.org/pl/zawiercie/,"['50.48766, 19.41679']"
https://latitudelongitude.org/pl/zawoja/,"['49.64396, 19.54227']"
https://latitudelongitude.org/pl/zbaszyn/,"['52.2509, 15.9252']"
https://latitudelongitude.org/pl/zbaszynek/,"['52.24315, 15.81654']"
https://latitudelongitude.org/pl/zdunska-wola/,"['51.59915, 18.93974']"
https://latitudelongitude.org/pl/zdzieszowice/,"['50.42482, 18.12349']"
https://latitudelongitude.org/pl/zebrzydowice/,"['49.87793, 18.61127']"
https://latitudelongitude.org/pl/zelow/,"['51.46452, 19.21972']"
https://latitudelongitude.org/pl/zgierz/,"['51.85561, 19.40623']"
https://latitudelongitude.org/pl/zgorzelec/,"['51.14942, 15.00835']"
https://latitudelongitude.org/pl/ziebice/,"['50.60122, 17.04065']"
https://latitudelongitude.org/pl/zielona-gora/,"['51.93548, 15.50643']"
https://latitudelongitude.org/pl/zielonka/,"['52.30376, 21.16018']"
https://latitudelongitude.org/pl/zlocieniec/,"['53.53286, 16.01132']"
https://latitudelongitude.org/pl/zlotoryja/,"['51.12637, 15.91979']"
https://latitudelongitude.org/pl/zlotow/,"['53.36346, 17.04082']"
https://latitudelongitude.org/pl/zmigrod/,"['51.46672, 16.90564']"
https://latitudelongitude.org/pl/znin/,"['52.84958, 17.71992']"
https://latitudelongitude.org/pl/zoliborz/,"['52.26896, 20.98644']"
https://latitudelongitude.org/pl/zolynia/,"['50.162, 22.30825']"
https://latitudelongitude.org/pl/zory/,"['50.04523, 18.70062']"
https://latitudelongitude.org/pl/zukowo/,"['54.3422, 18.36476']"
https://latitudelongitude.org/pl/zuromin/,"['53.06611, 19.90894']"
https://latitudelongitude.org/pl/zwolen/,"['51.35542, 21.58768']"
https://latitudelongitude.org/pl/zychlin/,"['52.24404, 19.62613']"
https://latitudelongitude.org/pl/zyrardow/,"['52.0488, 20.44599']"
https://latitudelongitude.org/pl/zywiec/,"['49.68529, 19.19243']"
